Time,normE,es.EX,es.EY,es.EZ,es.tEX,es.tEY,es.tEZ,es.Ex,es.Ey,es.Ez,es.tEx,es.tEy,es.tEz,V
0.0,13.282744281891144,8.429222481813131,2.520631880032413,-9.233101174512697,8.429222481813115,0,-9.233101174512683,8.429222481813131,2.520631880032413,-9.233101174512697,8.429222481813115,0,-9.233101174512683,0.011377713669533301
0.02,11.472435854865846,7.280401715708148,2.177094357892507,-7.974719584329842,7.28040171570814,0,-7.974719584329827,7.280401715708148,2.177094357892507,-7.974719584329842,7.28040171570814,0,-7.974719584329827,0.00982704229787754
0.04,11.577969112922847,7.347373066282351,2.1971211326233684,-8.04807786221084,7.347373066282343,0,-8.048077862210826,7.347373066282351,2.1971211326233684,-8.04807786221084,7.347373066282343,0,-8.048077862210826,0.009917439810100607
0.06,11.68426084855986,7.414825738993745,2.2172918233624523,-8.121963374911596,7.41482573899373,0,-8.121963374911575,7.414825738993745,2.2172918233624523,-8.121963374911596,7.41482573899373,0,-8.121963374911575,0.010008487104480417
0.08,11.792613398260514,7.483586209670042,2.2378536053716678,-8.197281398982149,7.48358620967002,0,-8.197281398982135,7.483586209670042,2.2378536053716678,-8.197281398982149,7.48358620967002,0,-8.197281398982135,0.010101299572552389
0.1,11.901484181238061,7.5526755525317455,2.2585137351717237,-8.27295965694015,7.5526755525317375,0,-8.272959656940136,7.5526755525317455,2.2585137351717237,-8.27295965694015,7.5526755525317375,0,-8.272959656940136,0.010194555929164774
0.12,12.010354964215612,7.621764895393463,2.279173864971776,-8.348637914898134,7.621764895393434,0,-8.348637914898113,7.621764895393463,2.279173864971776,-8.348637914898134,7.621764895393434,0,-8.348637914898113,0.010287812285777156
0.14,12.122511918237723,7.692939683642179,2.3004577099947032,-8.426600444972504,7.692939683642146,0,-8.42660044497249,7.692939683642179,2.3004577099947032,-8.426600444972504,7.692939683642146,0,-8.42660044497249,0.010383882999419003
0.16,12.236820140596148,7.7654796937759905,2.3221498657207724,-8.506058357426202,7.765479693775961,0,-8.506058357426179,7.7654796937759905,2.3221498657207724,-8.506058357426202,7.765479693775961,0,-8.506058357426179,0.010481796111731634
0.18,12.35112836295458,7.838019703909785,2.34384202144677,-8.585516269879905,7.838019703909777,0,-8.58551626987989,7.838019703909785,2.34384202144677,-8.585516269879905,7.838019703909777,0,-8.58551626987989,0.01057970922404427
0.2,12.465436585313025,7.910559714043607,2.3655341771728393,-8.664974182333605,7.910559714043599,0,-8.66497418233359,7.910559714043607,2.3655341771728393,-8.664974182333605,7.910559714043599,0,-8.66497418233359,0.010677622336356904
0.22,12.579744807671483,7.983099724177421,2.3872263328988943,-8.744432094787308,7.9830997241774,0,-8.744432094787287,7.983099724177421,2.3872263328988943,-8.744432094787308,7.9830997241774,0,-8.744432094787287,0.010775535448669537
0.24,12.694053030029949,8.055639734311221,2.408918488624985,-8.823890007241012,8.055639734311214,0,-8.82389000724099,8.055639734311221,2.408918488624985,-8.823890007241012,8.055639734311214,0,-8.82389000724099,0.010873448560982171
0.26,12.810969565832414,8.129835065470687,2.4311058341618503,-8.905160988302576,8.129835065470683,0,-8.905160988302555,8.129835065470687,2.4311058341618503,-8.905160988302576,8.129835065470683,0,-8.905160988302555,0.010973594874991896
0.28,12.937411752189792,8.210075686042181,2.455101629947423,-8.993053358380793,8.21007568604217,0,-8.993053358380786,8.210075686042181,2.455101629947423,-8.993053358380793,8.21007568604217,0,-8.993053358380786,0.011081896918533892
0.3,13.063853938547478,8.290316306613668,2.4790974257329457,-9.080945728459032,8.29031630661365,0,-9.080945728459024,8.290316306613668,2.4790974257329457,-9.080945728459032,8.29031630661365,0,-9.080945728459024,0.011190198962075884
0.32,13.190296124905498,8.370556927185149,2.5030932215185007,-9.168838098537291,8.370556927185143,0,-9.168838098537277,8.370556927185149,2.5030932215185007,-9.168838098537291,8.370556927185143,0,-9.168838098537277,0.011298501005617877
0.34,13.316738311263808,8.450797547756652,2.527089017304016,-9.25673046861553,8.450797547756629,0,-9.256730468615523,8.450797547756652,2.527089017304016,-9.25673046861553,8.450797547756629,0,-9.256730468615523,0.01140680304915987
0.36,13.443180497622384,8.531038168328124,2.551084813089571,-9.344622838693754,8.531038168328102,0,-9.344622838693738,8.531038168328124,2.551084813089571,-9.344622838693754,8.531038168328102,0,-9.344622838693738,0.011515105092701866
0.38,13.569622683981258,8.611278788899604,2.5750806088751257,-9.432515208772,8.611278788899597,0,-9.432515208771978,8.611278788899604,2.5750806088751257,-9.432515208772,8.611278788899597,0,-9.432515208771978,0.011623407136243855
0.4,13.696064870340404,8.691519409471095,2.599076404660656,-9.520407578850229,8.691519409471091,0,-9.5204075788502,8.691519409471095,2.599076404660656,-9.520407578850229,8.691519409471091,0,-9.5204075788502,0.01173170917978585
0.42,13.822507056699802,8.77176003004259,2.6230722004462033,-9.608299948928455,8.77176003004257,0,-9.608299948928439,8.77176003004259,2.6230722004462033,-9.608299948928455,8.77176003004257,0,-9.608299948928439,0.011840011223327843
0.44,13.948949243059506,8.852000650614082,2.647067996231744,-9.69619231900672,8.852000650614055,0,-9.696192319006698,8.852000650614082,2.647067996231744,-9.69619231900672,8.852000650614055,0,-9.696192319006698,0.011948313266869836
0.46,14.075391429419419,8.932241271185553,2.671063792017256,-9.784084689084965,8.932241271185536,0,-9.784084689084958,8.932241271185553,2.671063792017256,-9.784084689084965,8.932241271185536,0,-9.784084689084958,0.01205661531041183
0.48,14.201833615779599,9.012481891757055,2.6950595878028425,-9.871977059163196,9.012481891757037,0,-9.871977059163175,9.012481891757055,2.6950595878028425,-9.871977059163196,9.012481891757037,0,-9.871977059163175,0.012164917353953824
0.5,14.32827580214001,9.092722512328539,2.7190553835883793,-9.959869429241436,9.092722512328518,0,-9.959869429241406,9.092722512328539,2.7190553835883793,-9.959869429241436,9.092722512328518,0,-9.959869429241406,0.012273219397495818
0.52,14.460672052116081,9.176741202307301,2.7441801268563455,-10.051900684690455,9.176741202307262,0,-10.051900684690432,9.176741202307301,2.7441801268563455,-10.051900684690455,9.176741202307262,0,-10.051900684690432,0.012386626002540774
0.54,14.600765366937345,9.26564395921826,2.7707643073322066,-10.149282448824351,9.26564395921822,0,-10.14928244882433,9.26564395921826,2.7707643073322066,-10.149282448824351,9.26564395921822,0,-10.14928244882433,0.012506631485836087
0.56,14.740858681758866,9.354546716129246,2.7973484878080606,-10.246664212958233,9.354546716129228,0,-10.246664212958212,9.354546716129246,2.7973484878080606,-10.246664212958233,9.354546716129228,0,-10.246664212958212,0.012626636969131402
0.58,14.880951996580595,9.443449473040193,2.82393266828394,-10.344045977092108,9.443449473040179,0,-10.344045977092087,9.443449473040193,2.82393266828394,-10.344045977092108,9.443449473040179,0,-10.344045977092087,0.012746642452426715
0.6,15.021045311402585,9.532352229951169,2.8505168487598436,-10.441427741225962,9.532352229951151,0,-10.44142774122594,9.532352229951169,2.8505168487598436,-10.441427741225962,9.532352229951151,0,-10.44142774122594,0.012866647935722028
0.62,15.161138626224835,9.621254986862162,2.877101029235694,-10.53880950535986,9.621254986862116,0,-10.538809505359836,9.621254986862162,2.877101029235694,-10.53880950535986,9.621254986862116,0,-10.538809505359836,0.012986653419017344
0.64,15.301231941047249,9.710157743773113,2.90368520971158,-10.636191269493699,9.710157743773095,0,-10.636191269493676,9.710157743773113,2.90368520971158,-10.636191269493699,9.710157743773095,0,-10.636191269493676,0.013106658902312659
0.66,15.441325255869943,9.7990605006841,2.930269390187402,-10.733573033627602,9.799060500684096,0,-10.733573033627573,9.7990605006841,2.930269390187402,-10.733573033627602,9.799060500684096,0,-10.733573033627573,0.013226664385607972
0.68,15.581418570692838,9.887963257595068,2.956853570663267,-10.830954797761478,9.887963257595054,0,-10.830954797761448,9.887963257595068,2.956853570663267,-10.830954797761478,9.887963257595054,0,-10.830954797761448,0.013346669868903285
0.7,15.721511885515957,9.97686601450605,2.9834377511391783,-10.928336561895382,9.976866014506026,0,-10.928336561895351,9.97686601450605,2.9834377511391783,-10.928336561895382,9.976866014506026,0,-10.928336561895351,0.0134666753521986
0.72,15.86160520033923,10.065768771417002,3.0100219316150607,-11.025718326029242,10.065768771416984,0,-11.025718326029214,10.065768771417002,3.0100219316150607,-11.025718326029242,10.065768771416984,0,-11.025718326029214,0.013586680835493914
0.74,16.00169851516273,10.154671528327967,3.036606112090894,-11.123100090163138,10.154671528327933,0,-11.12310009016311,10.154671528327967,3.036606112090894,-11.123100090163138,10.154671528327933,0,-11.12310009016311,0.01370668631878923
0.76,16.141791829986385,10.243574285238935,3.0631902925668113,-11.220481854296978,10.243574285238914,0,-11.220481854296963,10.243574285238935,3.0631902925668113,-11.220481854296978,10.243574285238914,0,-11.220481854296963,0.013826691802084541
0.78,16.29197900544617,10.338883366194892,3.0916918686839914,-11.324879865851154,10.338883366194874,0,-11.324879865851123,10.338883366194892,3.0916918686839914,-11.324879865851154,10.338883366194874,0,-11.324879865851123,0.01395533444330208
0.8,16.447427505477766,10.437531679910736,3.1211928682293104,-11.432935026664847,10.437531679910716,0,-11.432935026664826,10.437531679910736,3.1211928682293104,-11.432935026664847,10.437531679910716,0,-11.432935026664826,0.014088479117274108
0.82,16.60287600551002,10.536179993626604,3.1506938677746654,-11.54099018747857,10.536179993626586,0,-11.540990187478542,10.536179993626604,3.1506938677746654,-11.54099018747857,10.536179993626586,0,-11.540990187478542,0.014221623791246136
0.84,16.75832450554286,10.634828307342438,3.180194867320063,-11.649045348292256,10.634828307342435,0,-11.649045348292226,10.634828307342438,3.180194867320063,-11.649045348292256,10.634828307342435,0,-11.649045348292226,0.014354768465218156
0.86,16.91377300557631,10.733476621058294,3.2096958668654185,-11.757100509105936,10.73347662105829,0,-11.757100509105907,10.733476621058294,3.2096958668654185,-11.757100509105936,10.73347662105829,0,-11.757100509105907,0.014487913139190187
0.88,17.069221505610393,10.832124934774171,3.2391968664108237,-11.865155669919638,10.832124934774152,0,-11.865155669919607,10.832124934774171,3.2391968664108237,-11.865155669919638,10.832124934774152,0,-11.865155669919607,0.014621057813162214
0.9,17.22467000564506,10.930773248490027,3.268697865956172,-11.973210830733365,10.93077324849,0,-11.973210830733322,10.930773248490027,3.268697865956172,-11.973210830733365,10.93077324849,0,-11.973210830733322,0.01475420248713424
0.92,17.380118505680226,11.029421562205874,3.298198865501548,-12.081265991547038,11.029421562205847,0,-12.081265991547008,11.029421562205874,3.298198865501548,-12.081265991547038,11.029421562205847,0,-12.081265991547008,0.01488734716110626
0.94,17.535567005715993,11.128069875921737,3.3276998650469096,-12.189321152360767,11.12806987592171,0,-12.189321152360737,11.128069875921737,3.3276998650469096,-12.189321152360767,11.12806987592171,0,-12.189321152360737,0.015020491835078292
