Time,normE,es.EX,es.EY,es.EZ,es.tEX,es.tEY,es.tEZ,es.Ex,es.Ey,es.Ez,es.tEx,es.tEy,es.tEz,V
0.0,1.5120011534418105,-0.5389326810747942,0.17121654806981024,1.3979348121106132,-0.5389326810748013,0,1.3979348121106145,-0.5389326810747942,0.17121654806981024,1.3979348121106132,-0.5389326810748013,0,1.3979348121106145,0.007361625545062939
0.02,1.3059412576887537,-0.46548537513081467,0.14788266234317726,1.2074202074832399,-0.46548537513082355,0,1.2074202074832385,-0.46548537513081467,0.14788266234317726,1.2074202074832399,-0.46548537513082355,0,1.2074202074832385,0.006358361833928704
0.04,1.3179499826853722,-0.4697657279206574,0.14924251732258886,1.2185229855346664,-0.4697657279206645,0,1.2185229855346664,-0.4697657279206574,0.14924251732258886,1.2185229855346664,-0.4697657279206645,0,1.2185229855346664,0.006416829542402819
0.06,1.3300687182728779,-0.4740852939748589,0.1506148332850723,1.2297274743592137,-0.4740852939748642,0,1.2297274743592128,-0.4740852939748589,0.1506148332850723,1.2297274743592137,-0.4740852939748642,0,1.2297274743592128,0.0064758326921120855
0.08,1.3423682312809946,-0.47846929261302074,0.1520076124981279,1.2410991038120867,-0.47846929261302784,0,1.2410991038120889,-0.47846929261302074,0.1520076124981279,1.2410991038120867,-0.47846929261302784,0,1.2410991038120889,0.006535716395279549
0.1,1.3548021995969721,-0.4829012137344494,0.15341561149165528,1.2525950460500463,-0.48290121373445294,0,1.2525950460500441,-0.4829012137344494,0.15341561149165528,1.2525950460500463,-0.48290121373445294,0,1.2525950460500441,0.006596255020316652
0.12,1.367236167912934,-0.4873331348558674,0.1548236104851738,1.2640909882879945,-0.4873331348558745,0,1.2640909882879967,-0.4873331348558674,0.1548236104851738,1.2640909882879945,-0.4873331348558745,0,1.2640909882879967,0.006656793645353753
0.14,1.3797748144822704,-0.4918023669675359,0.15624346263568956,1.2756837118518618,-0.49180236696754476,0,1.2756837118518627,-0.4918023669675359,0.15624346263568956,1.2756837118518618,-0.49180236696754476,0,1.2756837118518627,0.0067178419495151015
0.16,1.3928757140453711,-0.4964720057089512,0.15772698104731542,1.287796272043538,-0.4964720057089601,0,1.287796272043538,-0.4964720057089512,0.15772698104731542,1.287796272043538,-0.4964720057089601,0,1.287796272043538,0.006781627867309221
0.18,1.4059766136084675,-0.5011416444503629,0.15921049945893417,1.2999088322352121,-0.5011416444503718,0,1.2999088322352135,-0.5011416444503629,0.15921049945893417,1.2999088322352121,-0.5011416444503718,0,1.2999088322352135,0.006845413785103338
0.2,1.4190775131715747,-0.5058112831917926,0.16069401787055204,1.3120213924268902,-0.5058112831918015,0,1.3120213924268924,-0.5058112831917926,0.16069401787055204,1.3120213924268902,-0.5058112831918015,0,1.3120213924268924,0.006909199702897456
0.22,1.4321784127346724,-0.5104809219332115,0.16217753628217302,1.324133952618562,-0.5104809219332204,0,1.3241339526185616,-0.5104809219332115,0.16217753628217302,1.324133952618562,-0.5104809219332204,0,1.3241339526185616,0.006972985620691576
0.24,1.4452793122977705,-0.5151505606746251,0.163661054693799,1.3362465128102352,-0.5151505606746322,0,1.336246512810237,-0.5151505606746251,0.163661054693799,1.3362465128102352,-0.5151505606746322,0,1.336246512810237,0.007036771538485694
0.26,1.4583802118608762,-0.5198201994160512,0.1651445731054143,1.3483590730019146,-0.5198201994160583,0,1.3483590730019124,-0.5198201994160512,0.1651445731054143,1.3483590730019146,-0.5198201994160583,0,1.3483590730019124,0.007100557456279815
0.28,1.471969137507977,-0.5246637341551978,0.16668322090140109,1.3609228626493604,-0.5246637341552067,0,1.360922862649356,-0.5246637341551978,0.16668322090140109,1.3609228626493604,-0.5246637341552067,0,1.360922862649356,0.007166726202212077
0.3,1.4865766647126102,-0.529870222309927,0.16833693401582317,1.3744284524205885,-0.5298702223099341,0,1.3744284524205908,-0.529870222309927,0.16833693401582317,1.3744284524205885,-0.5298702223099341,0,1.3744284524205908,0.007237868355369275
0.32,1.5011841919176767,-0.5350767104646488,0.16999064713026246,1.3879340421918136,-0.5350767104646612,0,1.3879340421918167,-0.5350767104646488,0.16999064713026246,1.3879340421918136,-0.5350767104646612,0,1.3879340421918167,0.007309010508526476
0.34,1.515791719123183,-0.5402831986193868,0.171644360244681,1.4014396319630507,-0.5402831986193957,0,1.4014396319630515,-0.5402831986193868,0.171644360244681,1.4014396319630507,-0.5402831986193957,0,1.4014396319630515,0.0073801526616836775
0.36,1.530399246329087,-0.5454896867741051,0.17329807335911807,1.4149452217342766,-0.5454896867741158,0,1.4149452217342766,-0.5454896867741051,0.17329807335911807,1.4149452217342766,-0.5454896867741158,0,1.4149452217342766,0.007451294814840877
0.38,1.5450067735353992,-0.5506961749288288,0.1749517864735347,1.428450811505511,-0.5506961749288359,0,1.4284508115055123,-0.5506961749288288,0.1749517864735347,1.428450811505511,-0.5506961749288359,0,1.4284508115055123,0.007522436967998077
0.4,1.5596143007420982,-0.5559026630835561,0.17660549958796168,1.4419564012767405,-0.5559026630835632,0,1.4419564012767427,-0.5559026630835561,0.17660549958796168,1.4419564012767405,-0.5559026630835632,0,1.4419564012767427,0.007593579121155277
0.42,1.5742218279491826,-0.5611091512382869,0.17825921270238898,1.455461991047975,-0.5611091512382975,0,1.4554619910479731,-0.5611091512382869,0.17825921270238898,1.455461991047975,-0.5611091512382975,0,1.4554619910479731,0.007664721274312479
0.44,1.5888293551566246,-0.5663156393930141,0.17991292581681728,1.4689675808191986,-0.5663156393930248,0,1.4689675808192018,-0.5663156393930141,0.17991292581681728,1.4689675808191986,-0.5663156393930248,0,1.4689675808192018,0.007735863427469678
0.46,1.6034368823644336,-0.5715221275477449,0.18156663893124858,1.4824731705904308,-0.5715221275477591,0,1.4824731705904322,-0.5715221275477449,0.18156663893124858,1.4824731705904308,-0.5715221275477591,0,1.4824731705904322,0.007807005580626879
0.48,1.6180444095725872,-0.5767286157024579,0.18322035204567988,1.4959787603616648,-0.576728615702465,0,1.4959787603616626,-0.5767286157024579,0.18322035204567988,1.4959787603616648,-0.576728615702465,0,1.4959787603616626,0.007878147733784079
0.5,1.632651936781087,-0.5819351038571994,0.18487406516010063,1.509484350132897,-0.5819351038572065,0,1.5094843501328947,-0.5819351038571994,0.18487406516010063,1.509484350132897,-0.5819351038572065,0,1.5094843501328947,0.00794928988694128
0.52,1.6472594639899056,-0.5871415920119266,0.18652777827452927,1.5229899399041211,-0.5871415920119337,0,1.5229899399041216,-0.5871415920119266,0.18652777827452927,1.5229899399041211,-0.5871415920119337,0,1.5229899399041216,0.008020432040098481
0.54,1.6618669911990507,-0.5923480801666468,0.18818149138895612,1.5364955296753533,-0.5923480801666539,0,1.5364955296753484,-0.5923480801666468,0.18818149138895612,1.5364955296753533,-0.5923480801666539,0,1.5364955296753484,0.00809157419325568
0.56,1.6775927305705474,-0.5979531965588862,0.18996196795551268,1.5510349518283024,-0.597953196558904,0,1.5510349518283064,-0.5979531965588862,0.18996196795551268,1.5510349518283024,-0.597953196558904,0,1.5510349518283064,0.00816815371399206
0.58,1.6939000601287693,-0.6037656423640336,0.19180837510507498,1.5661120776373534,-0.6037656423640407,0,1.5661120776373565,-0.6037656423640336,0.19180837510507498,1.5661120776373534,-0.6037656423640407,0,1.5661120776373565,0.008247561248706884
